BP Number,Priority,Description,Network Type(s),Industry Role(s),Keywords,Public Safety and Disaster,Reference,cable,internet/Data,satellite,wireless,wireline,Service Provider,Network Operator,"Priority (1,2,3)",Equipment Supplier,Property Manager,Government,Public Safety
12-12-8099,Important,"Network Operators, Service Providers, Equipment Suppliers and Public Safety should perform background checks that are consistent with the sensitivity of the position\\\'s responsibilities and that align with HR policy.  These checks could include those that verify employment history, education, experience, certification, and criminal history.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Cyber Security; Human Resources; Policy; Public Safety; Public Safety and Disaster;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE
12-12-8100,Important,"Network Operators, Service Providers, Equipment Suppliers and Public Safety should establish security training programs and requirements for ensuring security staff knowledge and compliance.  This training could include professional certifications in cyber security.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Cyber Security; Information Protection; Intrusion Detection; Policy; Public Safety; Public Safety and Disaster; Training and Awareness;,TRUE,"NIST Special Publication 800-53, Revision 3, Control Number AT-3
Recommended Security Controls for Federal Information Systems
http://csrc.nist.gov/publications/nistpubs/800-53-Rev3/sp800-53-rev3-final_updated-errata_05-01-2010.pdf.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE
12-12-8101,Important,"Network Operators, Service Providers and Public Safety should ensure that all security operational procedures, system processes, and security controls are documented, and that documentation is up to date and accessible by appropriate staff.  Perform gap analysis/audit of security operational procedures as often as security policy requires relative to the asset being protected.  Using results of analysis or audit, determine which procedures, processes, or controls need to be updated and documented.",Internet/Data;,Service Provider; Network Operator; Public Safety;,Cyber Security; Documentation; Network Design; Network Operations; Public Safety; Public Safety and Disaster;,TRUE,NIST SP800-14 Generally accepted principles and practices for securing IT systems. http://csrc.nist.gov/publications/nistpubs/800-14/800-14.pdf. Note: This Best practice could impact 9-1-1 operations.,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE
12-12-8108,Critical,"Network Operators, Service Providers and Public Safety should determine how the system requiring support of the authentication system responds (i.e., determine what specific effect(s) the failure caused) in the event of an authentication system failure. The system can either be set to open or closed in the event of a failure.  This will depend on the needs of the organization.  For instance, an authentication system supporting physical access may be required to fail OPEN in the event of a failure so people will not be trapped in the event of an emergency.  However, an authentication system that supports electronic access to core routers may be required to fail CLOSED to prevent general access to the routers in the event of authentication system failure. In addition, it is important to have a means of alternate authenticated access to a system in the event of a failure.  In the case of core routers failing CLOSED, there should be a secondary means of authentication (e.g., use of a one-time password) reserved for use only in such an event; this password should be protected and only accessible to a small key-contingent of personnel.",Internet/Data;,Service Provider; Network Operator; Public Safety;,Cyber Security; Encryption; Network Elements; Network Operations; Public Safety; Public Safety and Disaster; Security Systems;,TRUE,ITU-T Rec. X.1051.,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE
12-12-8110,Important,"Network Operators, Service Providers, Equipment Suppliers and Public Safety should ensure news sources are authenticated and cross-verified to ensure accuracy of information, especially when not from a trusted source. Information from news sources may be spoofed, faked, or manipulated by potential attackers.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Cyber Security; Public Safety; Public Safety and Disaster;,TRUE,"Also, see NRIC BP 8567.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE
12-12-8111,Important,"Network Operators, Service Providers and Public Safety should encrypt sensitive data from web servers, and other externally accessible applications, while it is in transit over any networks they do not physically control. This applies to Public Safety only in an NG9-1-1 environment.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety;,Cyber Security; Encryption; Information Protection; Public Safety; Public Safety and Disaster;,TRUE,"Note: This Best practice could impact 9-1-1 operations. See NENA-STA-010.3-201x, NENA i3 Standard for Next Generation 9-1-1 (to be issued).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE
12-12-8112,Highly Important,"Network Operators, Service Providers and Public Safety should protect the systems configuration information and management interfaces for Web servers and other externally accessible applications, so that it is not inadvertently made available to 3rd parties.  Techniques, at a minimum, should include least privilege for external access, strong authentication, application platform hardening, and system auditing. This applies to Public Safety only in an NG9-1-1 environment.",Internet/Data;,Service Provider; Network Operator; Public Safety;,Cyber Security; Encryption; Network Operations; Public Safety; Public Safety and Disaster;,TRUE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE
12-12-8117,Important,"Network Operators, Service Providers and Public Safety should prepare a disaster recovery plan to implement upon DNS server compromise. This applies to Public Safety only in an NG9-1-1 environment.",Internet/Data;,Service Provider; Network Operator; Public Safety;,Cyber Security; Disaster Recovery; Network Operations; Public Safety; Public Safety and Disaster;,TRUE,Disaster recovery plan may need to address backup DNS strategy (addressed by 7-7-8527).,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE
12-12-8118,Critical,"Network Operators, Service Providers and Public Safety should provide DNS DDoS protection by implementing protection techniques such as: 1) Rate limiting DNS network connections 2) Provide robust DNS capacity in excess of maximum network connection traffic 3) Have traffic anomaly detection and response capability 4) Provide secondary DNS for back-up 5) Deploy Intrusion Prevention System in front of DNS. This applies to Public Safety only in an NG9-1-1 environment.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety;,Cyber Security; Disaster Recovery; Emergency Preparedness; Intrusion Detection; Public Safety; Public Safety and Disaster;,TRUE,"RFC-2870, ISO/IEC 15408, ISO 17799,US-CERT \""Securing an Internet Name Server\"" (http://www.cert.org/archive/pdf/dns.pdf).",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE
12-12-8119,Critical,"Network Operators, Service Providers and Public Safety should correlate data from various sources, including non-security related sources, (i.e., syslogs, firewall logs, IDS alerts, remote access logs, asset management databases, human resources information, physical access logs, etc.) to identify security risks and issues across the enterprise. This applies to Public Safety only in an NG9-1-1 environment.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety;,Cyber Security; Intrusion Detection; Public Safety; Public Safety and Disaster;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE
12-12-8123,Important,"Network Operators, Service Providers, Equipment Suppliers and Public Safety should handle violations of policy in a manner that is consistent , and, depending on the nature of the violation, sufficient to either deter or prevent a recurrence.  There should be mechanisms for ensuring this consistency.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Cyber Security; Policy; Public Safety; Public Safety and Disaster;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE
12-12-8124,Important,"Network Operators, Service Providers, Equipment Suppliers and Public Safety should ensure staff is given awareness training on security policies, standards, procedures, and general best practices.  Awareness training should also cover the threats to the confidentiality, integrity, and availability of data including social engineering.  Training as part of new employee orientation should be supplemented with regular \""refreshers\"" to all staff.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Cyber Security; Information Protection; Public Safety; Public Safety and Disaster; Training and Awareness;,TRUE,"NIST: www.nist.gov. 
Document is SP 800-50 Building an Information Technology Security Awareness and Training Program, October 2003. Note: This Best practice could impact 9-1-1 operations.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE
12-12-8125,Critical,"Network Operators, Service Providers, Equipment Suppliers and Public Safety should ensure that employees formally acknowledge their obligation to comply with their corporate/agency Information Security policies.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Cyber Security; Policy; Public Safety; Public Safety and Disaster; Training and Awareness;,TRUE,ISO 27002 Information Security Standards -  8.1.3 Terms and conditions of employment. Cross reference with 7-7-8125 developed under NRIC.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,TRUE,FALSE,FALSE,TRUE
12-12-8126,Highly Important,"Network Operators, Service Providers, Equipment Suppliers and Public Safety should employ authentication methods commensurate with the business risk of unauthorized access to the given network, application, or system. For example, these methods would range from single-factor authentication (e.g., passwords) to two-factor authentication (e.g., token and PIN) depending on the estimated criticality or sensitivity of the protected assets. When two-factor authentication generates one-time passwords, the valid time-duration should be determined based on an assessment of risk to the protected asset(s).",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Cyber Security; Information Protection; Intrusion Detection; Public Safety; Public Safety and Disaster;,TRUE,"http://www.atis.org/ - ATIS-0300276.2008 Operations, Administration, Maintenance, and Provisioning Security Requirements for the Public Telecommunications Network:  A Baseline of Security Requirements for the Management Plane: March 2008.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE
12-12-8127,Important,"Network Operators, Service Providers, Equipment Suppliers and Public Safety should validate any regular auditing activity through spot-checking to validate the competency, thoroughness, and credibility of those regular audits.",Internet/Data;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Cyber Security; Network Design; Network Elements; Network Operations; Public Safety; Public Safety and Disaster;,TRUE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE
12-12-8128,Important,"Network Operators, Service Providers, Equipment Suppliers and Public Safety should promptly verify and address audit findings assigning an urgency and priority commensurate with their implied risk to the business.  The findings as well as regular updates to those findings should be reported to management responsible for the affected area.",Internet/Data;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Cyber Security; Network Elements; Network Operations; Public Safety; Public Safety and Disaster;,TRUE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE
12-12-8129,Critical,"Network Operators, Service Providers and Public Safety should ensure that technical staff participate in ongoing training and remain up-to-date on their certifications for those technologies to remain current with the various security controls employed by different technologies.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety;,Cyber Security; Public Safety; Public Safety and Disaster; Training and Awareness;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE
12-12-8130,Highly Important,"Network Operators, Service Providers, Equipment Suppliers and Public Safety should provide procedures and training to staff on the reporting of security incidents, weaknesses, and suspicious events.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Cyber Security; Disaster Recovery; Emergency Preparedness; Public Safety; Public Safety and Disaster;,TRUE,ISO 27002 Information Security Standards -  13.1.1 Reporting information security events.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE
12-12-8138,Highly Important,"Network Operators, Service Providers, Equipment Suppliers and Public Safety should establish a procedure to track the expiration date for digital certificates used in services and critical applications, and start the process to renew such certificates in sufficient time to prevent disruption of service. This applies to Public Safety only in an NG9-1-1 environment.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Cyber Security; Information Protection; Public Safety; Public Safety and Disaster;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,TRUE
12-12-8500,Critical,"Network Operators, Service Providers, Equipment Suppliers and Public Safety should in the event the key in a digital certificate becomes compromised, should immediately revoke the certificate, and issue a new one to the users and/or devices requiring it. Perform Forensics and Post-mortem, as prescribed in NRIC BP 8061, to review for additional compromise as soon as business processes allow. This applies to Public Safety only in an NG9-1-1 environment.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Cyber Security; Information Protection; Public Safety; Public Safety and Disaster;,TRUE,"NIST SP800-57 Recommendation for key management
http://csrc.nist.gov/publications/nistpubs/800-57/sp800-57-Part1-revised2_Mar08-2007.pdf.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,TRUE,FALSE,FALSE,TRUE
12-12-8501,Critical,"Network Operators, Service Providers, Equipment Suppliers and Public Safety should secure a new root key, and rebuild the PKI (Public Key Infrastructure) trust model, in the event the root key in a digital certificate becomes compromised. Perform Forensics and Post-mortem, as prescribed in NRIC BP 8061, to review for additional compromise as soon as business processes allow. This applies to Public Safety only in an NG9-1-1 environment.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Cyber Security; Information Protection; Public Safety; Public Safety and Disaster;,TRUE,"NIST SP800-57 Recommendation for key management
http://csrc.nist.gov/publications/nistpubs/800-57/sp800-57-Part1-revised2_Mar08-2007.pdf.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,TRUE,FALSE,FALSE,TRUE
12-12-8503,Critical,"Network Operators, Service Providers and Public Safety should when improper use of keys or encryption algorithms is discovered, or a breach has occurred, conduct a forensic analysis to assess the possibility of having potentially compromised data and identify what may have been compromised and for how long it has been in a compromised state;  implement new key (and revoke old key if applicable), or encryption algorithm, and ensure they are standards-based and implemented in accordance with prescribed procedures of that standard, where possible.  When using wireless systems, ensure vulnerabilities are mitigated with proper and current security measures. This applies to Public Safety only in an NG9-1-1 environment.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety;,Cyber Security; Information Protection; Intrusion Detection; Public Safety; Public Safety and Disaster;,TRUE,"http://www.atis.org/  - T1 276-2003 Operations, Administration, Maintenance, and Provisioning Security Requirements for the Public Telecommunications Network: A Baseline of Security Requirements for the Management Plane: July, 2003
802.11i &amp; 802.16 
Related to NRIC BP 8001.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE
12-12-8517,Critical,"Network Operators, Service Providers, Equipment Suppliers and Public Safety should review audit trails if information has been leaked or the release policy has not been followed. Change passwords, review permissions, and perform forensics as needed. Inform others at potential risk for similar exposure, and include security responsibilities in performance improvement programs that may include security awareness refresher training.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Business Continuity; Cyber Security; Disaster Recovery; Emergency Preparedness; Network Operations; Public Safety; Public Safety and Disaster;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,TRUE,FALSE,FALSE,TRUE
12-12-8521,Important,"Network Operators, Service Providers and Public Safety should terminate the VPN (Virtual Private Network) connection and issue a warning in accordance with the employee code of conduct, in the event of misuse or unauthorized use in a remote access situation.  If repeated, revoke employee VPN remote access privileges.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety;,Cyber Security; Human Resources; Intrusion Detection; Public Safety; Public Safety and Disaster;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE
12-12-8527,Critical,"Network Operators, Service Providers and Public Safety should if the DNS (Domain Name System) server has been compromised or the name records corrupted, first flush the DNS cache and, failing that, implement the pre-defined disaster recovery plan.  Elements may include but are not limited to: 1) bring-on additional hot or cold spare capacity, 2) bring up a known good DNS server from scratch on different hardware, 3) Reload and reboot machine to a know good DNS server software (from bootable CD or spare hard drive), 4) Reload name resolution records from a trusted back-up.  After the DNS is again working, conduct a post-mortem of the attack/response. This applies to Public Safety only in an NG9-1-1 environment.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety;,Cyber Security; Disaster Recovery; Emergency Preparedness; Public Safety; Public Safety and Disaster;,TRUE,"RFC-2870, ISO/IEC, 15408, ISO 17799, US-CERT \""Securing an Internet Name Server\"".",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE
12-12-8528,Critical,"Network Operators, Service Providers and Public Safety should consider one or more of the following steps if the DNS server is under attack, 1) Implement reactive filtering to discard identified attack traffic, if possible, 2) Rate-limiting traffic to the DNS server complex, 3) Deploy suitable Intrusion Prevention System in front of DNS servers, 4) Deploy additional DNS server capacity in a round-robin architecture, 5) Utilize DoS/DDoS tracking methods to identify the source(s) of the attack, or 6) Move name resolution service to a 3rd party provider. This applies to Public Safety only in an NG9-1-1 environment.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety;,Cyber Security; Disaster Recovery; Emergency Preparedness; Public Safety; Public Safety and Disaster;,TRUE,"RFC-2870, ISO/IEC 15408, ISO 17799 US-CERT \""Securing an Internet Name Server\"".",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE
12-12-8540,Critical,"Network Operators, Service Providers and Public Safety should consider terminating all current remote access, limiting access to the system console, or other tightened security access methods, when an unauthorized remote access to an OAM&amp;P system occurs.   Continue recovery by re-establishing new passwords, reloading software, running change detection software, or other methods, continuing quarantine until recovery is validated, as practical.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety;,Cyber Security; Disaster Recovery; Emergency Preparedness; Intrusion Detection; Public Safety; Public Safety and Disaster;,TRUE,ISF CB53. Cross reference with 7-7-8540 developed under NRIC. Note: This Best practice could impact 9-1-1 operations.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE
12-12-8561,Critical,"Network Operators, Service Providers and Public Safety should evaluate the network and ensure issue is not related to a configuration/hardware issue, if a network element or server is under DoS attack.  Determine direction of traffic and work with distant end to stop inbound traffic.  Consider adding more local capacity (bandwidth or servers) to the attacked service.  Where available, deploy DoS/DDoS specific mitigation devices and/or use anti-DoS capabilities in local hardware.  Coordinate with HW vendors for guidance on optimal device configuration.  Where possible, capture hostile code and make available to organizations such as US-CERT and NCS/NCC for review. This applies to Public Safety only in an NG9-1-1 environment.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety;,Cyber Security; Disaster Recovery; Emergency Preparedness; Public Safety; Public Safety and Disaster;,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE
12-12-8567,Important,"Network Operators, Service Providers, Equipment Suppliers and Public Safety should ensure that actions taken due to a spoofed, faked or distorted news item should be cross-correlated against other sources.  Any actions taken should be \\\'backed out\\\' and corrective measures taken to restore the previous state.  News source authentication methods should be implemented to ensure future accuracy.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Cyber Security; Public Safety; Public Safety and Disaster;,TRUE,Cross-reference BP 5270,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE
12-12-8633,Important,"Network Operators, Service Providers, Equipment Suppliers and Public Safety should design passwords used for an application login to be consistent with applicable industry security guidelines and policies.  Whether between the client and the server or among servers, passwords must not be transmitted “in the clear.” SSL should be used for any transaction involving authentication. The transmission of session IDs should be similarly protected with SSL.",Wireless;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Cyber Security; Encryption; Hardware; Information Protection; Public Safety; Public Safety and Disaster;,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE
12-12-8642,Important,"Network Operators, Service Providers and Public Safety should consider integration of open standardized protocols to meet communication-level performance and security goals.",Satellite;,Service Provider; Network Operator; Public Safety;,Cyber Security; Public Safety; Public Safety and Disaster;,TRUE,Space Communications Protocol Standards (SCPS) Including ISO Standards 15891:2000 through 15894:2000 and related documents http://www.scps.org/,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE
12-12-8652,Highly Important,"Network Operators, Service Providers and Public Safety should implement access controls (firewalls, access control lists, etc.) to administrative interfaces as well as those normally carrying customer traffic.",Cable; Internet/Data; Wireline;,Service Provider; Network Operator; Public Safety;,Cyber Security; Intrusion Detection; Network Design; Network Interoperability; Network Operations; Public Safety; Public Safety and Disaster;,TRUE,IETF RFC 4942,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE
12-12-8653,Highly Important,"Network Operators, Service Providers and Public Safety should test current equipment for IPv4/IPv6 compatibility for the specific network deployment. This applies to Public Safety only in an NG9-1-1 environment.",Cable; Internet/Data; Wireless;,Service Provider; Network Operator; Public Safety;,Cyber Security; Network Design; Network Interoperability; Network Operations; Public Safety; Public Safety and Disaster;,TRUE,NIST SP 800-119 (Draft) 2.4,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE
12-12-8670,Important,"Network Operators, Service Providers, Equipment Suppliers and Public Safety should consider establishing information exchange policies and procedures, establish information and software exchange agreements, safeguard transportation of physical media.",Internet/Data;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Cyber Security; Network Design; Network Operations; Policy; Public Safety; Public Safety and Disaster;,TRUE,ISO 27002 Information Security Standards,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE
12-12-8671,Important,"Network Operators, Service Providers and Public Safety should have policies and enforce that unattended workstations should be protected from unauthorized access 1) Individual Username/Password authentication must be required to access resources. 2) Physical access must be restricted to workstations.  3) Where possible idle workstations must default to password protected screensaver after an established time lapse (e.g. 15 minutes).",Internet/Data;,Service Provider; Network Operator; Public Safety;,Access Control; Cyber Security; Hardware; Intrusion Detection; Network Operations; Policy; Public Safety; Public Safety and Disaster;,TRUE,"http://csrc.nist.gov/publications/nistpubs/800-66-Rev1/SP-800-66-Revision1.pdf Octave Catalog of Practices, Version 2.0, CMU/SEI-2001- TR-20 (http://www.cert.org/archive/pdf/01tr020.pdf) Practice OP1.2.4",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE
12-12-8691,Important,"Network Operators, Service Providers, Equipment Suppliers and Public Safety should develop or adopt employee education programs that emphasize the need to comply with security policies.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Cyber Security; Encryption; Intrusion Detection; Policy; Public Safety; Public Safety and Disaster; Training and Awareness;,TRUE,http://www.alertboot.com/blog/blogs/endpoint_security/archive/2010/06/15/laptop-encryption-software-for-social-security-administration-telecommuters.aspx,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE
12-12-8693,Important,"Network Operators, Service Providers, Equipment Suppliers and Public Safety should create a security awareness strategy that includes communicating to everyone from new hires to human resources to senior management. Utilize multiple channels and target each audience specifically.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Cyber Security; Encryption; Intrusion Detection; Public Safety; Public Safety and Disaster; Training and Awareness;,TRUE,http://www.securityinnovation.com/pdf/security-awareness-best-practices.pdf,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE
12-12-8694,Important,"Network Operators, Service Providers, Equipment Suppliers and Public Safety should keep their programs flexible. What is considered a security best practice today might be obsolete tomorrow. Changing factors include new technologies, changing business models, emerging threats and growth of the network and the user base.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Cyber Security; Intrusion Detection; Public Safety; Public Safety and Disaster; Training and Awareness;,TRUE,http://ezinearticles.com/?Employee-Security-Awareness&amp;id=4084497,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE
12-12-8695,Important,"Network Operators, Service Providers, Equipment Suppliers and Public Safety should obtain senior management approval and support for a corporate wide People/Awareness/Security Awareness program. This will help to lead to behavior and policy changes.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Cyber Security; Public Safety; Public Safety and Disaster; Training and Awareness;,TRUE,http://www.securityinnovation.com/pdf/security-awareness-best-practices.pdf,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE
12-12-8701,Important,"Network Operators, Service Providers, Equipment Suppliers and Public Safety should measure the effectiveness of their Security programs.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Cyber Security; Encryption; Information Protection; Intrusion Detection; Public Safety; Public Safety and Disaster; Training and Awareness;,TRUE,http://ezinearticles.com/?Employee-Security-Awareness&amp;id=4084497,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE
12-12-8703,Important,"Network Operators, Service Providers, Equipment Suppliers and Public Safety should establish and enforce policy to lock up paperwork and magnetic media containing confidential information and destroy it when it is no longer needed.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Cyber Security; Information Protection; Public Safety; Public Safety and Disaster; Training and Awareness;,TRUE,Source:http://www.windowsecurity.com/articles/Social_Engineers.html,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE
12-12-8704,Important,"Network Operators, Service Providers, Equipment Suppliers and Public Safety should establish and enforce policy to physically secure the computers and network devices.",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Equipment Supplier; Public Safety;,Cyber Security; Information Protection; Intrusion Detection; Physical Security Management; Policy; Public Safety; Public Safety and Disaster; Training and Awareness;,TRUE,Source:http://www.windowsecurity.com/articles/Social_Engineers.html,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,TRUE
12-12-8705,Important,"Network Operators, Service Providers and Public Safety should have procedures for verifying identity of users to IT department and IT personnel to users (secret PINs, callback procedures, etc.).",Cable; Internet/Data; Satellite; Wireless; Wireline;,Service Provider; Network Operator; Public Safety;,Cyber Security; Information Protection; Intrusion Detection; Public Safety; Public Safety and Disaster; Training and Awareness;,TRUE,Source:http://www.windowsecurity.com/articles/Social_Engineers.html,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE
12-12-8706,Important,"Network Operators, Service Providers and Public Safety should establish and enforce policy to prohibit disclosing passwords, to whom (if anyone) passwords can be disclosed and under what circumstances, procedure to follow if someone requests disclosure of passwords.",Cable; Internet/Data; Wireless; Wireline;,Service Provider; Network Operator; Public Safety;,Cyber Security; Information Protection; Intrusion Detection; Policy; Public Safety; Public Safety and Disaster;,TRUE,Source:http://www.windowsecurity.com/articles/Social_Engineers.html,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE
12-12-8711,Important,"Network Operators, Service Providers and Public Safety should engineer networks to provide redundant and highly available application layer services. (e.g., DNS and other directory services, SIP, H.323). This applies to Public Safety only in an NG9-1-1 environment.",Cable; Internet/Data; Wireline;,Service Provider; Network Operator; Public Safety;,Cyber Security; Network Design; Network Interoperability; Public Safety; Public Safety and Disaster;,TRUE,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE
